Numero animale;Gruppo;Data evento;Tipo;Descrizione;Data uscita;Utente;Data;Tempo;Mese;Anno;Mese Anno
973;Asciutte;2020-06-24 07:03:53.957;Cambio gruppo;5, Asciutte -> 3, VMS 3;2020-12-09 10:06:56.610;Nicola;2020-06-24;07:03:53.957000;6;2020;2020-06
973;Asciutte;2020-06-24 00:00:00.000;Parto;Normale;2020-12-09 10:06:56.610;Nicola;2020-06-24;00:00:00;6;2020;2020-06
284;VMS 4;2020-06-23 11:21:58.673;Note;Generale;2021-03-04 14:41:37.010;Nicola;2020-06-23;11:21:58.673000;6;2020;2020-06
719;VMS 1;2020-06-23 11:18:49.137;Note;Generale;2021-11-16 15:50:13.160;Nicola;2020-06-23;11:18:49.137000;6;2020;2020-06
968;VMS 4;2020-06-23 10:56:11.173;Diagnosi/trattamento;"Dns: Follicolo destro; Posizione: (-); Trt: ; Fmc: ";2021-04-01 14:47:02.330;Nicola;2020-06-23;10:56:11.173000;6;2020;2020-06
655;VMS 4;2020-06-23 10:55:52.260;Note;Generale;;Nicola;2020-06-23;10:55:52.260000;6;2020;2020-06
284;VMS 4;2020-06-23 10:55:41.713;Diagnosi/trattamento;"Dns: Follicolo destro; Posizione: (-); Trt: ; Fmc: ";2021-03-04 14:41:37.010;Nicola;2020-06-23;10:55:41.713000;6;2020;2020-06
980;VMS 2;2020-06-23 10:54:20.580;Note;Generale;;Nicola;2020-06-23;10:54:20.580000;6;2020;2020-06
36;VMS 2;2020-06-23 10:54:05.543;Diagnosi/trattamento;"Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ";;Nicola;2020-06-23;10:54:05.543000;6;2020;2020-06
11;VMS 2;2020-06-23 10:53:39.757;Diagnosi/trattamento;"Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ";;Nicola;2020-06-23;10:53:39.757000;6;2020;2020-06
39;VMS 3;2020-06-23 00:00:00.010;Inseminazione;"Artificial Insemination; Caravaggio; Caravaggio; Unknown Brand; UnknownBreeder";2021-07-01 10:00:45.610;Nicola;2020-06-23;00:00:00.010000;6;2020;2020-06
44;VMS 3;2020-06-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Caruso; Caruso; Unknown Brand; UnknownBreeder";2020-08-26 14:25:47.270;Nicola;2020-06-23;00:00:00.010000;6;2020;2020-06
610;VMS 3;2020-06-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Bolivar; Bolivar; Unknown Brand; UnknownBreeder";2021-04-07 13:48:47.687;Nicola;2020-06-23;00:00:00.010000;6;2020;2020-06
947;VMS 3;2020-06-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Caravaggio; Caravaggio; Unknown Brand; UnknownBreeder";2021-04-01 14:47:48.293;Nicola;2020-06-23;00:00:00.010000;6;2020;2020-06
991;VMS 3;2020-06-23 00:00:00.010;Inseminazione;"Artificial Insemination; Caravaggio; Caravaggio; Unknown Brand; UnknownBreeder";2022-01-11 10:27:24.630;Nicola;2020-06-23;00:00:00.010000;6;2020;2020-06
39;VMS 3;2020-06-23 00:00:00.007;Calore;Herd Navigator;2021-07-01 10:00:45.610;Nicola;2020-06-23;00:00:00.007000;6;2020;2020-06
44;VMS 3;2020-06-23 00:00:00.007;Calore;Herd Navigator;2020-08-26 14:25:47.270;Nicola;2020-06-23;00:00:00.007000;6;2020;2020-06
610;VMS 3;2020-06-23 00:00:00.007;Calore;Herd Navigator;2021-04-07 13:48:47.687;Nicola;2020-06-23;00:00:00.007000;6;2020;2020-06
947;VMS 3;2020-06-23 00:00:00.007;Calore;Herd Navigator;2021-04-01 14:47:48.293;Nicola;2020-06-23;00:00:00.007000;6;2020;2020-06
991;VMS 3;2020-06-23 00:00:00.007;Calore;Herd Navigator;2022-01-11 10:27:24.630;Nicola;2020-06-23;00:00:00.007000;6;2020;2020-06
4;VMS 2;2020-06-23 00:00:00.000;Controllo gravidanza;+;;Nicola;2020-06-23;00:00:00;6;2020;2020-06
11;VMS 2;2020-06-23 00:00:00.000;Controllo gravidanza;-;;Nicola;2020-06-23;00:00:00;6;2020;2020-06
35;VMS 2;2020-06-23 00:00:00.000;Controllo gravidanza;+;2021-03-04 14:41:36.960;Nicola;2020-06-23;00:00:00;6;2020;2020-06
36;VMS 2;2020-06-23 00:00:00.000;Controllo gravidanza;-;;Nicola;2020-06-23;00:00:00;6;2020;2020-06
980;VMS 2;2020-06-23 00:00:00.000;Controllo gravidanza;-;;Nicola;2020-06-23;00:00:00;6;2020;2020-06
927;Asciutte;2020-06-22 18:11:56.070;Cambio gruppo;5, Asciutte -> 3, VMS 3;2021-02-17 10:52:19.783;Nicola;2020-06-22;18:11:56.070000;6;2020;2020-06
564;Asciutte;2020-06-22 18:11:38.303;Cambio gruppo;2, VMS 2 -> 3, VMS 3;2021-04-21 23:59:00.000;Nicola;2020-06-22;18:11:38.303000;6;2020;2020-06
564;Asciutte;2020-06-22 18:10:44.343;Cambio gruppo;5, Asciutte -> 2, VMS 2;2021-04-21 23:59:00.000;Nicola;2020-06-22;18:10:44.343000;6;2020;2020-06
1450;Asciutte;2020-06-22 18:05:49.730;Cambio gruppo;2, VMS 2 -> 5, Asciutte;2022-03-11 23:59:00.000;Nicola;2020-06-22;18:05:49.730000;6;2020;2020-06
1224;VMS 2;2020-06-22 18:05:44.223;Cambio ID del transponder; -> 5132;;;2020-06-22;18:05:44.223000;6;2020;2020-06
1014;Asciutte;2020-06-22 18:05:34.757;Cambio gruppo;2, VMS 2 -> 5, Asciutte;;Nicola;2020-06-22;18:05:34.757000;6;2020;2020-06
1045;VMS 2;2020-06-22 18:05:18.423;Cambio ID del transponder; -> 15835;2021-03-16 14:35:42.930;;2020-06-22;18:05:18.423000;6;2020;2020-06
1117;Manze al toro;2020-06-22 18:04:31.220;Cambio ID del transponder; -> 9710;;;2020-06-22;18:04:31.220000;6;2020;2020-06
1425;Asciutte;2020-06-22 18:03:56.120;Cambio gruppo;6, Manze al toro -> 5, Asciutte;2021-04-02 09:24:34.680;Nicola;2020-06-22;18:03:56.120000;6;2020;2020-06
1421;Manze al toro;2020-06-22 18:03:37.947;Cambio gruppo;6, Manze al toro -> 5, Asciutte;;Nicola;2020-06-22;18:03:37.947000;6;2020;2020-06
2415;Manze al toro;2020-06-22 18:01:13.787;Cambio gruppo;6, Manze al toro -> 2, VMS 2;;Nicola;2020-06-22;18:01:13.787000;6;2020;2020-06
1224;VMS 2;2020-06-22 18:00:48.233;Cambio gruppo;6, Manze al toro -> 2, VMS 2;;Nicola;2020-06-22;18:00:48.233000;6;2020;2020-06
1045;VMS 2;2020-06-22 18:00:20.560;Cambio gruppo;6, Manze al toro -> 2, VMS 2;2021-03-16 14:35:42.930;Nicola;2020-06-22;18:00:20.560000;6;2020;2020-06
1117;Manze al toro;2020-06-22 17:59:33.277;Cambio gruppo;6, Manze al toro -> 2, VMS 2;;Nicola;2020-06-22;17:59:33.277000;6;2020;2020-06
177;Manze al toro;2020-06-22 11:47:24.007;Calore;Herd Navigator;2022-01-07 23:59:00.000;User1;2020-06-22;11:47:24.007000;6;2020;2020-06
184;Manze al toro;2020-06-22 11:47:10.007;Calore;Herd Navigator;;User1;2020-06-22;11:47:10.007000;6;2020;2020-06
204;Manze al toro;2020-06-22 11:46:59.007;Calore;Herd Navigator;;User1;2020-06-22;11:46:59.007000;6;2020;2020-06
968;VMS 4;2020-06-22 11:23:06.407;Note;Generale;2021-04-01 14:47:02.330;Nicola;2020-06-22;11:23:06.407000;6;2020;2020-06
472472;Manze al toro;2020-06-22 11:14:16.883;Diagnosi/trattamento;"Dns: Corpo luteo destra; Posizione: (-); Trt: ; Fmc: ";2020-08-26 14:30:26.447;User1;2020-06-22;11:14:16.883000;6;2020;2020-06
165;Manze al toro;2020-06-22 11:13:00.710;Diagnosi/trattamento;"Dns: Rivedere; Posizione: (-); Trt: ; Fmc: ";2021-04-02 09:30:37.487;User1;2020-06-22;11:13:00.710000;6;2020;2020-06
902;VMS 4;2020-06-22 10:10:53.587;Diagnosi/trattamento;"Dns: Follicolo destro; Posizione: (-); Trt: ; Fmc: ";;Nicola;2020-06-22;10:10:53.587000;6;2020;2020-06
513;VMS 4;2020-06-22 10:10:30.187;Diagnosi/trattamento;"Dns: Follicolo destro; Posizione: (-); Trt: ; Fmc: ";2021-02-24 12:03:15.530;Nicola;2020-06-22;10:10:30.187000;6;2020;2020-06
445;VMS 4;2020-06-22 10:10:16.537;Note;Generale;;Nicola;2020-06-22;10:10:16.537000;6;2020;2020-06
92;VMS 4;2020-06-22 10:10:00.920;Diagnosi/trattamento;"Dns: Corpo luteo sinistra; Posizione: (-); Trt: ; Fmc: ";2021-04-01 14:47:48.263;Nicola;2020-06-22;10:10:00.920000;6;2020;2020-06
18;VMS 2;2020-06-22 10:08:55.950;Note;Generale;;Nicola;2020-06-22;10:08:55.950000;6;2020;2020-06
7;VMS 2;2020-06-22 10:08:45.200;Note;Generale;;Nicola;2020-06-22;10:08:45.200000;6;2020;2020-06
468;VMS 4;2020-06-22 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2021-04-01 14:47:48.293;User1;2020-06-22;00:00:00.010000;6;2020;2020-06
621;VMS 3;2020-06-22 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Caravaggio; Caravaggio; Unknown Brand; UnknownBreeder";;Nicola;2020-06-22;00:00:00.010000;6;2020;2020-06
839;VMS 3;2020-06-22 00:00:00.010;Inseminazione;"Artificial Insemination; Pavarotti; Pavarotti; Unknown Brand; UnknownBreeder";;Nicola;2020-06-22;00:00:00.010000;6;2020;2020-06
933;VMS 3;2020-06-22 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Caruso; Caruso; Unknown Brand; UnknownBreeder";;Nicola;2020-06-22;00:00:00.010000;6;2020;2020-06
941;VMS 3;2020-06-22 00:00:00.010;Inseminazione;"Artificial Insemination; Bolivar; Bolivar; Unknown Brand; UnknownBreeder";2021-03-04 14:41:37.070;Nicola;2020-06-22;00:00:00.010000;6;2020;2020-06
468;VMS 4;2020-06-22 00:00:00.007;Calore;Herd Navigator;2021-04-01 14:47:48.293;User1;2020-06-22;00:00:00.007000;6;2020;2020-06
621;VMS 3;2020-06-22 00:00:00.007;Calore;Herd Navigator;;Nicola;2020-06-22;00:00:00.007000;6;2020;2020-06
839;VMS 3;2020-06-22 00:00:00.007;Calore;Herd Navigator;;Nicola;2020-06-22;00:00:00.007000;6;2020;2020-06
933;VMS 3;2020-06-22 00:00:00.007;Calore;Herd Navigator;;Nicola;2020-06-22;00:00:00.007000;6;2020;2020-06
941;VMS 3;2020-06-22 00:00:00.007;Calore;Herd Navigator;2021-03-04 14:41:37.070;Nicola;2020-06-22;00:00:00.007000;6;2020;2020-06
95;Manze al toro;2020-06-22 00:00:00.000;Controllo gravidanza;+;;User1;2020-06-22;00:00:00;6;2020;2020-06
96;Manze al toro;2020-06-22 00:00:00.000;Controllo gravidanza;+;2021-11-16 15:50:13.100;User1;2020-06-22;00:00:00;6;2020;2020-06
97;Manze al toro;2020-06-22 00:00:00.000;Controllo gravidanza;+;;User1;2020-06-22;00:00:00;6;2020;2020-06
99;Manze al toro;2020-06-22 00:00:00.000;Controllo gravidanza;+;;User1;2020-06-22;00:00:00;6;2020;2020-06
100;Manze al toro;2020-06-22 00:00:00.000;Controllo gravidanza;+;;User1;2020-06-22;00:00:00;6;2020;2020-06
101;Manze al toro;2020-06-22 00:00:00.000;Controllo gravidanza;+;;User1;2020-06-22;00:00:00;6;2020;2020-06
114;Manze al toro;2020-06-22 00:00:00.000;Controllo gravidanza;+;;User1;2020-06-22;00:00:00;6;2020;2020-06
129;Manze al toro;2020-06-22 00:00:00.000;Controllo gravidanza;+;;User1;2020-06-22;00:00:00;6;2020;2020-06
132;Manze al toro;2020-06-22 00:00:00.000;Controllo gravidanza;+;;User1;2020-06-22;00:00:00;6;2020;2020-06
133;Manze al toro;2020-06-22 00:00:00.000;Controllo gravidanza;+;;User1;2020-06-22;00:00:00;6;2020;2020-06
134;Manze al toro;2020-06-22 00:00:00.000;Controllo gravidanza;+;;User1;2020-06-22;00:00:00;6;2020;2020-06
141;Manze al toro;2020-06-22 00:00:00.000;Controllo gravidanza;+;2022-04-11 17:16:39.060;User1;2020-06-22;00:00:00;6;2020;2020-06
564;Asciutte;2020-06-22 00:00:00.000;Parto;"Normale; 626194";2021-04-21 23:59:00.000;Nicola;2020-06-22;00:00:00;6;2020;2020-06
927;Asciutte;2020-06-22 00:00:00.000;Parto;"Normale; 626195";2021-02-17 10:52:19.783;Nicola;2020-06-22;00:00:00;6;2020;2020-06
626194;Vitelli;2020-06-22 00:00:00.000;Ingresso;Nascita;;User1;2020-06-22;00:00:00;6;2020;2020-06
626195;Vitelli;2020-06-22 00:00:00.000;Ingresso;Nascita;;User1;2020-06-22;00:00:00;6;2020;2020-06
87;Giovenche;2020-06-21 10:58:27.113;Cambio ID;558558 -> 87;2020-07-10 14:52:50.690;Nicola;2020-06-21;10:58:27.113000;6;2020;2020-06
87;Giovenche;2020-06-21 10:58:27.113;Cambio ID del transponder; -> 1879;2020-07-10 14:52:50.690;;2020-06-21;10:58:27.113000;6;2020;2020-06
87;Giovenche;2020-06-21 10:54:11.680;Cambio gruppo;22, Giovenche -> 2, VMS 2;2020-07-10 14:52:50.690;Nicola;2020-06-21;10:54:11.680000;6;2020;2020-06
863;Asciutte;2020-06-21 10:52:15.153;Cambio gruppo;5, Asciutte -> 1, VMS 1;;Nicola;2020-06-21;10:52:15.153000;6;2020;2020-06
68;VMS 2;2020-06-21 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2021-04-01 14:47:48.263;User1;2020-06-21;00:00:00.010000;6;2020;2020-06
68;VMS 2;2020-06-21 00:00:00.007;Calore;Herd Navigator;2021-04-01 14:47:48.263;User1;2020-06-21;00:00:00.007000;6;2020;2020-06
87;Giovenche;2020-06-21 00:00:00.000;Parto;Normale;2020-07-10 14:52:50.690;Nicola;2020-06-21;00:00:00;6;2020;2020-06
863;Asciutte;2020-06-21 00:00:00.000;Parto;"Normale; 626193";;Nicola;2020-06-21;00:00:00;6;2020;2020-06
626192;Vitelli;2020-06-21 00:00:00.000;Ingresso;Nascita;;User1;2020-06-21;00:00:00;6;2020;2020-06
626193;Vitelli;2020-06-21 00:00:00.000;Ingresso;Nascita;2022-01-11 10:28:44.623;User1;2020-06-21;00:00:00;6;2020;2020-06
856;VMS 4;2020-06-19 17:25:07.930;Note;Generale;2021-04-21 23:59:00.000;Nicola;2020-06-19;17:25:07.930000;6;2020;2020-06
966;VMS 4;2020-06-19 17:24:56.150;Note;Generale;;Nicola;2020-06-19;17:24:56.150000;6;2020;2020-06
971;VMS 4;2020-06-19 17:24:16.543;Note;Generale;;Nicola;2020-06-19;17:24:16.543000;6;2020;2020-06
946;VMS 3;2020-06-19 17:23:31.773;Note;Generale;2021-12-30 14:51:33.370;Nicola;2020-06-19;17:23:31.773000;6;2020;2020-06
47;VMS 1;2020-06-19 17:22:23.587;Note;Generale;2020-08-26 14:28:17.083;Nicola;2020-06-19;17:22:23.587000;6;2020;2020-06
976;VMS 1;2020-06-19 17:22:12.807;Note;Generale;;Nicola;2020-06-19;17:22:12.807000;6;2020;2020-06
855;VMS 1;2020-06-19 17:21:44.837;Diagnosi/trattamento;"Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ";2020-07-01 14:15:15.180;Nicola;2020-06-19;17:21:44.837000;6;2020;2020-06
7;VMS 2;2020-06-19 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;User1;2020-06-19;00:00:00.010000;6;2020;2020-06
59;VMS 3;2020-06-19 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Caruso; Caruso; Unknown Brand; UnknownBreeder";;Nicola;2020-06-19;00:00:00.010000;6;2020;2020-06
63;VMS 3;2020-06-19 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Bolivar; Bolivar; Unknown Brand; UnknownBreeder";;Nicola;2020-06-19;00:00:00.010000;6;2020;2020-06
64;VMS 3;2020-06-19 00:00:00.010;Inseminazione;"Artificial Insemination; Bolivar; Bolivar; Unknown Brand; UnknownBreeder";2021-04-01 14:47:02.270;Nicola;2020-06-19;00:00:00.010000;6;2020;2020-06
534;VMS 4;2020-06-19 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;User1;2020-06-19;00:00:00.010000;6;2020;2020-06
665;VMS 3;2020-06-19 00:00:00.010;Inseminazione;"Artificial Insemination; Caruso; Caruso; Unknown Brand; UnknownBreeder";2021-04-23 11:43:38.983;Nicola;2020-06-19;00:00:00.010000;6;2020;2020-06
7;VMS 2;2020-06-19 00:00:00.007;Calore;Herd Navigator;;User1;2020-06-19;00:00:00.007000;6;2020;2020-06
59;VMS 3;2020-06-19 00:00:00.007;Calore;Herd Navigator;;Nicola;2020-06-19;00:00:00.007000;6;2020;2020-06
63;VMS 3;2020-06-19 00:00:00.007;Calore;Herd Navigator;;Nicola;2020-06-19;00:00:00.007000;6;2020;2020-06
64;VMS 3;2020-06-19 00:00:00.007;Calore;Herd Navigator;2021-04-01 14:47:02.270;Nicola;2020-06-19;00:00:00.007000;6;2020;2020-06
534;VMS 4;2020-06-19 00:00:00.007;Calore;Herd Navigator;;User1;2020-06-19;00:00:00.007000;6;2020;2020-06
665;VMS 3;2020-06-19 00:00:00.007;Calore;Herd Navigator;2021-04-23 11:43:38.983;Nicola;2020-06-19;00:00:00.007000;6;2020;2020-06
969;VMS 4;2020-06-18 20:55:51.250;Note;Generale;;Nicola;2020-06-18;20:55:51.250000;6;2020;2020-06
955;VMS 4;2020-06-18 20:55:17.570;Note;Generale;;Nicola;2020-06-18;20:55:17.570000;6;2020;2020-06
950;VMS 4;2020-06-18 20:55:07.133;Note;Generale;2021-02-09 09:11:25.847;Nicola;2020-06-18;20:55:07.133000;6;2020;2020-06
749;VMS 4;2020-06-18 20:54:56.793;Note;Generale;2021-03-04 14:41:37.023;Nicola;2020-06-18;20:54:56.793000;6;2020;2020-06
837;VMS 1;2020-06-18 20:54:42.347;Diagnosi/trattamento;"Dns: Corpo luteo destra; Posizione: (-); Trt: ; Fmc: ";;Nicola;2020-06-18;20:54:42.347000;6;2020;2020-06
48;VMS 1;2020-06-18 20:54:32.410;Note;Generale;2021-03-04 14:41:36.977;Nicola;2020-06-18;20:54:32.410000;6;2020;2020-06
46;VMS 1;2020-06-18 20:54:23.050;Note;Generale;2021-04-01 14:47:02.253;Nicola;2020-06-18;20:54:23.050000;6;2020;2020-06
631;VMS 1;2020-06-18 20:54:10.180;Diagnosi/trattamento;"Dns: Follicolo destro; Posizione: (-); Trt: ; Fmc: ";;Nicola;2020-06-18;20:54:10.180000;6;2020;2020-06
1415;VMS 4;2020-06-18 12:49:33.647;Cambio gruppo;4, VMS 4 -> 1, VMS 1;2021-02-23 18:48:34.677;Nicola;2020-06-18;12:49:33.647000;6;2020;2020-06
1007;VMS 1;2020-06-18 12:49:12.057;Cambio gruppo;4, VMS 4 -> 1, VMS 1;2021-05-11 18:41:47.200;Nicola;2020-06-18;12:49:12.057000;6;2020;2020-06
2351;VMS 2;2020-06-18 12:48:42.433;Cambio gruppo;2, VMS 2 -> 4, VMS 4;2020-11-12 14:20:36.660;Nicola;2020-06-18;12:48:42.433000;6;2020;2020-06
2258;VMS 2;2020-06-18 12:48:27.410;Cambio gruppo;2, VMS 2 -> 4, VMS 4;;Nicola;2020-06-18;12:48:27.410000;6;2020;2020-06
1516;VMS 4;2020-06-18 12:48:12.793;Cambio gruppo;2, VMS 2 -> 4, VMS 4;2022-01-11 10:28:15.843;Nicola;2020-06-18;12:48:12.793000;6;2020;2020-06
1467;VMS 2;2020-06-18 12:47:55.743;Cambio gruppo;2, VMS 2 -> 4, VMS 4;;Nicola;2020-06-18;12:47:55.743000;6;2020;2020-06
1450;VMS 2;2020-06-18 12:47:02.737;Cambio gruppo;1, VMS 1 -> 2, VMS 2;2022-03-11 23:59:00.000;Nicola;2020-06-18;12:47:02.737000;6;2020;2020-06
1014;VMS 2;2020-06-18 12:46:46.997;Cambio gruppo;1, VMS 1 -> 2, VMS 2;;Nicola;2020-06-18;12:46:46.997000;6;2020;2020-06
935;Asciutte;2020-06-18 07:45:18.323;Cambio gruppo;5, Asciutte -> 1, VMS 1;;Nicola;2020-06-18;07:45:18.323000;6;2020;2020-06
756;Asciutte;2020-06-18 07:44:25.970;Cambio gruppo;5, Asciutte -> 1, VMS 1;2021-04-01 14:47:02.330;Nicola;2020-06-18;07:44:25.970000;6;2020;2020-06
756;Asciutte;2020-06-18 00:00:00.000;Parto;"Normale; 626191";2021-04-01 14:47:02.330;Nicola;2020-06-18;00:00:00;6;2020;2020-06
935;Asciutte;2020-06-18 00:00:00.000;Parto;Normale;;Nicola;2020-06-18;00:00:00;6;2020;2020-06
626191;Vitelli;2020-06-18 00:00:00.000;Ingresso;Nascita;;User1;2020-06-18;00:00:00;6;2020;2020-06
920;VMS 4;2020-06-17 09:45:40.310;Diagnosi/trattamento;"Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ";;Nicola;2020-06-17;09:45:40.310000;6;2020;2020-06
904;VMS 4;2020-06-17 09:45:04.120;Diagnosi/trattamento;"Dns: Corpo luteo destra; Posizione: (-); Trt: ; Fmc: ";2021-03-04 14:41:37.057;Nicola;2020-06-17;09:45:04.120000;6;2020;2020-06
86;Manze al toro;2020-06-17 09:38:09.043;Cambio ID del transponder; -> 1358;2021-08-24 07:40:51.113;;2020-06-17;09:38:09.043000;6;2020;2020-06
86;Manze al toro;2020-06-17 09:36:54.953;Cambio ID;472536 -> 86;2021-08-24 07:40:51.113;Nicola;2020-06-17;09:36:54.953000;6;2020;2020-06
66;VMS 2;2020-06-17 09:36:43.337;Diagnosi/trattamento;"Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ";;Nicola;2020-06-17;09:36:43.337000;6;2020;2020-06
65;VMS 2;2020-06-17 09:36:34.150;Note;Generale;;Nicola;2020-06-17;09:36:34.150000;6;2020;2020-06
28;VMS 2;2020-06-17 09:36:23.773;Diagnosi/trattamento;"Dns: Rivedere; Posizione: (-); Trt: ; Fmc: ";2021-01-01 23:59:00.000;Nicola;2020-06-17;09:36:23.773000;6;2020;2020-06
21;VMS 2;2020-06-17 09:36:10.267;Note;Generale;2022-05-05 16:05:46.577;Nicola;2020-06-17;09:36:10.267000;6;2020;2020-06
21;VMS 2;2020-06-17 09:36:02.327;Diagnosi/trattamento;"Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ";2022-05-05 16:05:46.577;Nicola;2020-06-17;09:36:02.327000;6;2020;2020-06
600;VMS 1;2020-06-17 09:35:50.750;Diagnosi/trattamento;"Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ";2020-11-30 16:47:53.127;Nicola;2020-06-17;09:35:50.750000;6;2020;2020-06
86;Manze al toro;2020-06-17 09:31:57.153;Cambio gruppo;6, Manze al toro -> 2, VMS 2;2021-08-24 07:40:51.113;Nicola;2020-06-17;09:31:57.153000;6;2020;2020-06
536;VMS 4;2020-06-17 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;User1;2020-06-17;00:00:00.010000;6;2020;2020-06
556;VMS 1;2020-06-17 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;User1;2020-06-17;00:00:00.010000;6;2020;2020-06
536;VMS 4;2020-06-17 00:00:00.007;Calore;Herd Navigator;;User1;2020-06-17;00:00:00.007000;6;2020;2020-06
556;VMS 1;2020-06-17 00:00:00.007;Calore;Herd Navigator;;User1;2020-06-17;00:00:00.007000;6;2020;2020-06
86;Manze al toro;2020-06-17 00:00:00.000;Parto;"Normale; 626190";2021-08-24 07:40:51.113;Nicola;2020-06-17;00:00:00;6;2020;2020-06
525;VMS 1;2020-06-17 00:00:00.000;Controllo gravidanza;+;2021-06-04 15:23:17.260;Nicola;2020-06-17;00:00:00;6;2020;2020-06
903;VMS 4;2020-06-17 00:00:00.000;Controllo gravidanza;+;;Nicola;2020-06-17;00:00:00;6;2020;2020-06
904;VMS 4;2020-06-17 00:00:00.000;Controllo gravidanza;-;2021-03-04 14:41:37.057;Nicola;2020-06-17;00:00:00;6;2020;2020-06
920;VMS 4;2020-06-17 00:00:00.000;Controllo gravidanza;-;;User1;2020-06-17;00:00:00;6;2020;2020-06
626190;Vitelli;2020-06-17 00:00:00.000;Ingresso;Nascita;;User1;2020-06-17;00:00:00;6;2020;2020-06
604;VMS 1;2020-06-16 09:57:40.130;Diagnosi/trattamento;"Dns: Corpo luteo sinistra; Posizione: (-); Trt: ; Fmc: ";2021-03-04 14:41:37.023;Nicola;2020-06-16;09:57:40.130000;6;2020;2020-06
925;VMS 4;2020-06-16 09:57:09.867;Diagnosi/trattamento;"Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ";;Nicola;2020-06-16;09:57:09.867000;6;2020;2020-06
901;VMS 4;2020-06-16 09:56:47.073;Diagnosi/trattamento;"Dns: Corpo luteo destra; Posizione: (-); Trt: ; Fmc: ";;Nicola;2020-06-16;09:56:47.073000;6;2020;2020-06
974;Asciutte;2020-06-16 07:02:15.553;Cambio gruppo;5, Asciutte -> 3, VMS 3;;Nicola;2020-06-16;07:02:15.553000;6;2020;2020-06
165;Manze al toro;2020-06-16 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2021-07-30 14:27:34.980;User1;2020-06-16;00:00:00.010000;6;2020;2020-06
165;Manze al toro;2020-06-16 00:00:00.007;Calore;Herd Navigator;2021-07-30 14:27:34.980;User1;2020-06-16;00:00:00.007000;6;2020;2020-06
37;VMS 3;2020-06-16 00:00:00.000;Controllo gravidanza;+;;Nicola;2020-06-16;00:00:00;6;2020;2020-06
40;VMS 3;2020-06-16 00:00:00.000;Controllo gravidanza;+;;Nicola;2020-06-16;00:00:00;6;2020;2020-06
604;VMS 1;2020-06-16 00:00:00.000;Controllo gravidanza;-;2021-03-04 14:41:37.023;Nicola;2020-06-16;00:00:00;6;2020;2020-06
919;VMS 1;2020-06-16 00:00:00.000;Controllo gravidanza;-;;Nicola;2020-06-16;00:00:00;6;2020;2020-06
922;VMS 1;2020-06-16 00:00:00.000;Controllo gravidanza;+;2022-05-03 11:37:12.757;Nicola;2020-06-16;00:00:00;6;2020;2020-06
925;VMS 4;2020-06-16 00:00:00.000;Controllo gravidanza;-;;Nicola;2020-06-16;00:00:00;6;2020;2020-06
974;Asciutte;2020-06-16 00:00:00.000;Parto;Normale;;Nicola;2020-06-16;00:00:00;6;2020;2020-06
967;VMS 4;2020-06-15 11:46:08.983;Note;Generale;2020-08-19 14:35:42.730;Nicola;2020-06-15;11:46:08.983000;6;2020;2020-06
962;VMS 4;2020-06-15 11:45:52.013;Note;Generale;;Nicola;2020-06-15;11:45:52.013000;6;2020;2020-06
854;VMS 4;2020-06-15 11:45:23.480;Note;Generale;2021-03-04 14:41:37.057;Nicola;2020-06-15;11:45:23.480000;6;2020;2020-06
750;VMS 4;2020-06-15 11:45:10.550;Note;Generale;2021-04-01 14:47:02.317;Nicola;2020-06-15;11:45:10.550000;6;2020;2020-06
75;VMS 2;2020-06-15 11:44:31.567;Note;Generale;2021-06-25 09:22:27.747;Nicola;2020-06-15;11:44:31.567000;6;2020;2020-06
65;VMS 2;2020-06-15 11:43:55.093;Diagnosi/trattamento;"Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ";;Nicola;2020-06-15;11:43:55.093000;6;2020;2020-06
